Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP000107;;75019;10;2;RATP L11;TRAVAUX_PREPARATOIRES;Prolongement L11 : adaptation des stations;Porte des Lilas;;2016-07-01;2022-12-31;RESTREINTE;Réduction de la circulation selon les phases;2;2;;2016-12-22;2017-06-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.4082848808571162, 48.87792965150826], [2.408599130696903, 48.8774910197005], [2.408242242352423, 48.87738457775371], [2.408078962185619, 48.87742939978973], [2.407090147382166, 48.8770702111421], [2.406806262581876, 48.87698559879274], [2.406717050123695, 48.87695831619791], [2.40690825876471, 48.87660496816796], [2.40660797994695, 48.87653101117716], [2.406432982847237, 48.876532827206375], [2.406327036579281, 48.87654572254241], [2.406536270648666, 48.87711041139672], [2.406559033372865, 48.877255462891036], [2.4082848808571162, 48.87792965150826]]]}";48.8772991642,2.40738479355
CP001177;;75008;9;3;SAS 91 Haussmann;REHABILITATION_IMMEUBLE;;rue de la Boétie;N°2;2019-04-01;2021-10-15;RESTREINTE;phase de curage jusqu'au 17 juin, neutralisation du couloir de bus et passage piétons en lice.;2;2;;2019-03-08;2020-08-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.319253556164128, 48.87456964134578], [2.3192378377801672, 48.874530290380434], [2.319196667534495, 48.8745062615059], [2.318924908327613, 48.874460693819515], [2.318886334347834, 48.87451401383996], [2.319143617937527, 48.87456306785693], [2.319253556164128, 48.87456964134578]]]}";48.8745175461,2.31907102958
CP001293;;75010;11;3;RIVP;REHABILITATION_IMMEUBLE;Création de logements;Quai de Valmy;angle Léon Jouhaux;2019-06-03;2021-06-03;RESTREINTE;Neutralisation du stationnement, organisation piste vélos, maintien du cheminement piétons;2;2;;2019-04-29;2019-04-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.36592648861096, 48.869957201961356], [2.366013051232988, 48.86995766049137], [2.366148775002606, 48.869771587472684], [2.365872213099405, 48.86967494281708], [2.365821298017597, 48.86970917621293], [2.366060220971808, 48.869786585327276], [2.36592648861096, 48.869957201961356]]]}";48.8698076639,2.36600770334
CP001330;;75001;11;3;Samaritaine;REHABILITATION_IMMEUBLE;Travaux sur la samaritaine bâtiment 1 et réaménagement de Voirie;Secteur samaritaine;Rivoli, Arbre sec, Prêtres Saint germain l'Auxerrois, quai du louvre, Monnaie.;2015-06-29;2020-12-31;RESTREINTE;travaux de voirie et du bâtiment  par phases avec inversion de sens de rue, fermeture de voie......;2;2;;2019-05-17;2020-09-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.342264158499549, 48.86037078262427], [2.343473167755029, 48.85998285725465], [2.343400220565591, 48.85996098417025], [2.342890053456322, 48.85912610831065], [2.343126854707831, 48.85905762151754], [2.342653752753032, 48.858510147782255], [2.341617917123153, 48.858716498560234], [2.341592696421065, 48.858780778470845], [2.341727230805059, 48.85907945535894], [2.340686428829938, 48.85935555849673], [2.340714120245559, 48.8594174451411], [2.341631301623151, 48.85926681625045], [2.341822275989612, 48.8592839714265], [2.342204363828295, 48.86027382610014], [2.342264158499549, 48.86037078262427]]]}";48.8593978005,2.34240888549
CP001722;;75017;9;1;SLA;REHABILITATION_IMMEUBLE;;Rue des Batignolles;entre le rue des Dames et la rue Mariotte;2020-06-29;2021-07-02;BARRAGE_TOTAL;des Batignolles entre la rue des dames et la rue Mariotte. Le rue des Batignolles est mise en sens unique depuis la rue des Dames vers le bd des Batignolles. La rue Mariotte est inversée.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Batignolles Mairie 17Ã¨me 2Ã¨me version.pdf;2020-07-31;2020-09-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.322336416508151, 48.88411373621228], [2.322244620088799, 48.88409774990033], [2.321550069638668, 48.88451379591118], [2.321607266525214, 48.88455457103215], [2.321651960837557, 48.88458575766545], [2.322008388456657, 48.88436767418869], [2.321969075109956, 48.8843388977865], [2.322336416508151, 48.88411373621228]]]}";48.8843607124,2.32189817
CP001804;;75014;12;1;STV;REFECTION_CHAUSSEE;Affaissement;rue des Plantes;n°3;2021-01-18;2021-01-29;RESTREINTE;Modification de la circulation selon le phasage.;2;1;;2020-11-25;2020-11-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.324734438181729, 48.83211237203466], [2.324794198975698, 48.8320901027701], [2.324742940081426, 48.83201247714665], [2.324654268750618, 48.83204053160157], [2.324666467877718, 48.8320727252095], [2.324693467084785, 48.83207525649993], [2.324709594256861, 48.83208248678425], [2.324734438181729, 48.83211237203466]]]}";48.8320612161,2.32472643393
CP001794;;75016;13;1;STV;REAMENAGEMENT_VOIRIE;Création d'un aménagement de sécurité.;114-118 av de Versailles;au niveau de la rue Victorien Sardou;2020-10-19;2020-12-18;RESTREINTE;Maintien d'une file de 3,5m par sens.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVSO Versailles.pdf;2020-11-09;2020-11-09;"{""type"": ""Polygon"", ""coordinates"": [[[2.269623898728396, 48.843471991798815], [2.269788971478145, 48.84339804241323], [2.269212956498545, 48.84284081423908], [2.26838980072717, 48.84238215644163], [2.26827436316292, 48.84249418564718], [2.2689527520222033, 48.84283653979044], [2.269286114865522, 48.843133836216055], [2.269623898728396, 48.843471991798815]]]}";48.8429075534,2.26908087722
CP001796;;75010;11;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;fuite sur le retour d'eau;rue La Fayette;au niveau du Carrefour du fbg Saint Martin;2020-11-16;2020-12-18;RESTREINTE;Ouverture des  couloirs bus, La Fayette et Faubourg Saint Martin à la circulation générale. Dépose partielle de l'ilot angle Faubourg Saint Martin du 16/11 au 23/11, reconstruction du 11/01 au 15/01/21;1;2;;2020-11-12;2020-11-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.366361221128081, 48.881795476850726], [2.366382025813979, 48.88175801027971], [2.366081675507847, 48.88169200316247], [2.365736106115579, 48.88166333241695], [2.365986055070139, 48.88185790783834], [2.36629890758903, 48.88189982537249], [2.366361221128081, 48.881795476850726]]]}";48.8817779957,2.36609245736
CP001801;233051;75008;9;3;AMETIS;CONSTRUCTION_IMMEUBLE;Démolition puis construction d'un bâtiment.;17b rue d'Amsterdam;;2020-11-02;2022-03-23;RESTREINTE;Maintien d'une file de circulation et du double-sens cyclable.;2;2;;2020-11-19;2020-11-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.326844689157782, 48.87741729930449], [2.326906747540015, 48.877416696753045], [2.326900254895835, 48.87724914349363], [2.326836002280098, 48.87725211334718], [2.326844689157782, 48.87741729930449]]]}";48.8773333064,2.32687197327
CP001599;;75018;9;3;Altana investissement;REHABILITATION_IMMEUBLE;Démolition et reconstruction;Boulevard d'Ornano;n°43;2019-11-19;2021-08-31;RESTREINTE;neutralisation du couloir de bus.;2;2;;2020-02-20;2020-02-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.3463298592534922, 48.89532100780338], [2.34636164826078, 48.89537590854262], [2.346410094920758, 48.89539758846988], [2.346525525976104, 48.89525783003722], [2.346471905200925, 48.89521708690577], [2.346416263973504, 48.895197138495234], [2.3463298592534922, 48.89532100780338]]]}";48.8952945556,2.3464215916
CP001591;;75013;14;3;Ecole Albert De Mun;REHABILITATION_IMMEUBLE;;166 rue Jeanne d'Arc;;2020-03-16;2020-12-31;SENS_UNIQUE;depuis bd de l'Hôpital jusqu'au bd St Marcel pendant la 1ère phase.;1;3;;2020-02-12;2020-04-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.358257389704614, 48.837462523714734], [2.358392046067506, 48.83735854457305], [2.358343810832675, 48.83732378165164], [2.358200127940567, 48.83742890217202], [2.358257389704614, 48.837462523714734]]]}";48.8373940014,2.35829729978
CP001693;;75005;12;2;RATP;TRAVAUX_OUVRAGE;Remplacement de ventilateur;Bd Saint Germain;coté jardin;2020-08-19;2021-06-25;RESTREINTE;Modification des files de circulation.;2;2;;2020-07-23;2020-07-23;"{""type"": ""Polygon"", ""coordinates"": [[[2.343264922003221, 48.85128192700646], [2.343367182968823, 48.851321751455075], [2.343747003761354, 48.85122508328807], [2.343676167561529, 48.851123563918954], [2.343327144378438, 48.85120850241352], [2.343357431639039, 48.851237223200485], [2.34342617566444, 48.85121856467722], [2.343445585935454, 48.85125198424753], [2.34332441199738, 48.85128225352324], [2.343264922003221, 48.85128192700646]]]}";48.8512217791,2.34353274563
CP001728;;75009;11;2;CPCU;ENTRETIEN_RESEAU;Renouvellement suite à inspection de l'année derniere;Boulevard des Italiens;de la rue Laffitte au Boulevard Haussmann;2020-09-14;2020-12-18;RESTREINTE;Travaux par phases;2;2;;2020-08-18;2020-08-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.337339908091238, 48.87151587826096], [2.337424126070038, 48.87155917556032], [2.339114086043298, 48.87184216227412], [2.339324983521196, 48.871851654396664], [2.339134618196069, 48.87178754629732], [2.337435672390341, 48.87150213135555], [2.337433868840694, 48.87150212137233], [2.337339908091238, 48.87151587826096]]]}";48.8716771422,2.33830309329
CP000411;;75002;11;3;OPPIC;REHABILITATION_IMMEUBLE;Réhabilitation de la BNF;Rue Vivienne;du n°3 au n°7;2017-08-31;2020-12-31;RESTREINTE;Inversion de sens de la voie;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2017_09_Vivienne_2eme_BNF.pdf;2017-09-18;2020-09-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.3394385851198303, 48.86790967485922], [2.339528291282916, 48.8678940653741], [2.339098758935255, 48.8671159907392], [2.338710494041781, 48.86637438824708], [2.338638122933645, 48.86639302478267], [2.3394385851198303, 48.86790967485922]]]}";48.8671671873,2.33908926052
CP000681;;75001;11;3;Cap 5 Conseil;REHABILITATION_IMMEUBLE;;39/41 rue Cambon;;2018-06-04;2020-12-23;RESTREINTE;Maintien d'une file de circulation.;2;2;;2018-05-18;2018-05-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.327333267914142, 48.86888438188318], [2.327376764699399, 48.86886785536926], [2.3271365627974863, 48.868581871983444], [2.327089690012107, 48.8685933916725], [2.327333267914142, 48.86888438188318]]]}";48.8687322418,2.32723429967
CP000730;;75013;14;3;Italie 2;REHABILITATION_IMMEUBLE;Réhabilitation du centre commercial Italie 2.;Avenue d'Italie;entre la Place d'Italie et la rue Vandrezanne.;2018-07-16;2020-12-14;RESTREINTE;Déviation des piétons dans la piste cyclable et de la piste sur le stationnement. Maintien des 2 files de circulation.;2;2;;2018-06-26;2020-12-01;"{""type"": ""Polygon"", ""coordinates"": [[[2.355630816087279, 48.8299052387968], [2.355971673772799, 48.82995807369287], [2.355987901879914, 48.8299608457056], [2.356024621679056, 48.829950306722836], [2.356435128966349, 48.82864263480526], [2.356486098172316, 48.828465753202124], [2.3560800739757, 48.82842330462137], [2.355630816087279, 48.8299052387968]]]}";48.8291854533,2.35605697317
CP001028;;75001;11;3;La Samaritaine;REHABILITATION_IMMEUBLE;Zone d'attente déportée des camions.;Rue de l'Amiral de Coligny;entre l'entrée du Louvre et le quai François Mitterand.;2018-09-01;2020-12-31;RESTREINTE;Neutralisation du couloir bus.;2;2;;2018-12-21;2019-10-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.340214353116293, 48.859923011353416], [2.3402765384363002, 48.85990802837247], [2.339897944419815, 48.85921062082564], [2.339847456848351, 48.859220567931814], [2.340214353116293, 48.859923011353416]]]}";48.8595788787,2.34006615122
CP001168;;75009;11;3;Grand Hôtel;REHABILITATION_IMMEUBLE;"Phase II des travaux du Grand Hôtel
Intercontinental";place de l'Opéra;au débouché de la rue Auber;2019-07-09;2021-03-31;RESTREINTE;Neutralisation du couloir de bus, maintien du cheminement piétons, reste 3 files de circulation;2;2;;2019-03-06;2020-11-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.331681366348828, 48.871081493490976], [2.331842619096319, 48.87102409572283], [2.331954074129545, 48.87077129958379], [2.331900079339162, 48.87076266941335], [2.33179592838898, 48.87100836820801], [2.33179591312659, 48.87100955795148], [2.331681366348828, 48.871081493490976]]]}";48.8709129922,2.33185846232
CP001402;;75008;9;2;SAEMES;TRAVAUX_PARC_STATIONNEMENT;Rénovation du parc  Haussmann/Berri;boulevard Haussmann;n°157;2019-07-15;2021-01-29;RESTREINTE;maintien d'une file de circulation au droit de l'emprise.;2;2;;2019-06-20;2019-06-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.310102624795797, 48.874977290030614], [2.310099054372, 48.87493969231696], [2.309484875812593, 48.874920046548155], [2.309479526725192, 48.87501664261966], [2.310105947731567, 48.8750336753332], [2.310102624795797, 48.874977290030614]]]}";48.8749776273,2.30979093959
CP001464;;75017;9;2;SNCF-EOLE;REAMENAGEMENT_VOIRIE;Création d'une zone d'attente pour les camions.;Voie Bj/17;place de Verdun;2019-10-07;2022-06-30;RESTREINTE;modification des files de circulation au droit de la zone.;2;2;;2019-07-26;2019-09-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.281016095809532, 48.8795919530211], [2.280709219808135, 48.87912307890698], [2.280560737854259, 48.878971878195365], [2.280535322133484, 48.87904419517201], [2.280853550479006, 48.879574872236304], [2.281016095809532, 48.8795919530211]]]}";48.8793130376,2.28076451475
CP001729;;75006;12;2;RATP;TRAVAUX_OUVRAGE;Rénovation de la ventilation.;rue de Rennes;à l'angle de la rue Coëtlogon;2020-09-07;2021-09-30;RESTREINTE;Maintien d'une file par sens.;2;2;;2020-08-26;2020-08-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.329544836383075, 48.849971525742845], [2.329601041961141, 48.849946855603505], [2.32943744414515, 48.84977104141599], [2.329354107591457, 48.84980269761909], [2.329430659296991, 48.849878082848555], [2.329387240365527, 48.84988973711055], [2.329462020051581, 48.84996273357716], [2.329498042774111, 48.84996531425993], [2.329514007769208, 48.84998563030452], [2.329544836383075, 48.849971525742845]]]}";48.8498838385,2.32947418539
